Timestamp,Distance
"2022-05-23 00:37:35"
230
"2022-05-23 00:37:36"
230
"2022-05-23 00:37:37"
230
"2022-05-23 00:37:38"
230
"2022-05-23 00:37:39"
230
"2022-05-23 00:37:40"
230
"2022-05-23 00:37:41"
230
"2022-05-23 00:37:42"
230
"2022-05-23 00:37:43"
230
"2022-05-23 00:37:44"
230
"2022-05-23 00:37:45"
230
"2022-05-23 00:37:46"
230
"2022-05-23 00:37:47"
230
"2022-05-23 00:37:48"
231
"2022-05-23 00:37:49"
230
"2022-05-23 00:37:50"
230
"2022-05-23 00:37:51"
230
"2022-05-23 00:37:52"
230
"2022-05-23 00:37:53"
231
"2022-05-23 00:37:54"
230
"2022-05-23 00:37:55"
230
"2022-05-23 00:37:56"
230
"2022-05-23 00:37:57"
230
"2022-05-23 00:37:58"
230
"2022-05-23 00:37:59"
231
"2022-05-23 00:38:00"
231
"2022-05-23 00:38:01"
230
"2022-05-23 00:38:02"
230
"2022-05-23 00:38:03"
230
"2022-05-23 00:38:04"
230
"2022-05-23 00:38:05"
230
"2022-05-23 00:38:06"
230
"2022-05-23 00:38:07"
230
"2022-05-23 00:38:08"
230
"2022-05-23 00:38:10"
230
"2022-05-23 00:38:11"
230
"2022-05-23 00:38:12"
230
"2022-05-23 00:38:13"
230
"2022-05-23 00:38:14"
230
"2022-05-23 00:38:15"
230
"2022-05-23 00:38:16"
230
"2022-05-23 00:38:17"
230
"2022-05-23 00:38:18"
230
"2022-05-23 00:38:19"
230
"2022-05-23 00:38:20"
230
"2022-05-23 00:38:21"
230
"2022-05-23 00:38:22"
230
"2022-05-23 00:38:23"
231
"2022-05-23 00:38:24"
230
"2022-05-23 00:38:25"
230
"2022-05-23 00:38:26"
230
"2022-05-23 00:38:27"
230
"2022-05-23 00:38:28"
230
"2022-05-23 00:38:29"
230
"2022-05-23 00:38:30"
230
"2022-05-23 00:38:31"
230
"2022-05-23 00:38:32"
230
"2022-05-23 00:38:33"
230
"2022-05-23 00:38:34"
230
"2022-05-23 00:38:35"
230
"2022-05-23 00:38:36"
230
"2022-05-23 00:38:37"
230
"2022-05-23 00:38:38"
230
"2022-05-23 00:38:39"
231
"2022-05-23 00:38:40"
230
"2022-05-23 00:38:41"
231
"2022-05-23 00:38:42"
230
"2022-05-23 00:38:43"
230
"2022-05-23 00:38:44"
230
"2022-05-23 00:38:45"
230
"2022-05-23 00:38:46"
230
"2022-05-23 00:38:47"
230
"2022-05-23 00:38:48"
230
"2022-05-23 00:38:49"
230
"2022-05-23 00:38:50"
230
"2022-05-23 00:38:51"
230
"2022-05-23 00:38:52"
230
"2022-05-23 00:38:53"
230
"2022-05-23 00:38:54"
230
"2022-05-23 00:38:55"
230
"2022-05-23 00:38:56"
230
"2022-05-23 00:38:57"
230
"2022-05-23 00:38:58"
230
"2022-05-23 00:38:59"
230
"2022-05-23 00:39:00"
230
"2022-05-23 00:39:01"
230
"2022-05-23 00:39:02"
230
"2022-05-23 00:39:03"
230
"2022-05-23 00:39:04",230
"2022-05-23 00:39:05",231
"2022-05-23 00:39:07",230
"2022-05-23 00:39:08",230
"2022-05-23 00:39:09",230
"2022-05-23 00:39:10",230
"2022-05-23 00:39:11",230
"2022-05-23 00:39:12",230
"2022-05-23 00:39:13",230
"2022-05-23 00:39:14",230
"2022-05-23 00:39:15",230
"2022-05-23 00:39:16",230
"2022-05-23 00:39:17",230
"2022-05-23 00:39:18",230
"2022-05-23 00:39:19",230
"2022-05-23 00:39:20",230
"2022-05-23 00:39:21",230
"2022-05-23 00:39:22",230
"2022-05-23 00:39:23",230
"2022-05-23 00:39:24",230
"2022-05-23 00:39:25",230
"2022-05-23 00:39:26",230
"2022-05-23 00:39:27",230
"2022-05-23 00:39:28",230
"2022-05-23 00:39:29",230
"2022-05-23 00:39:30",230
"2022-05-23 00:39:31",230
"2022-05-23 00:39:32",230
"2022-05-23 00:39:33",230
"2022-05-23 00:39:34",230
"2022-05-23 00:39:35",230
"2022-05-23 00:39:36",230
"2022-05-23 00:39:37",230
"2022-05-23 00:39:38",230
"2022-05-23 00:39:39",230
"2022-05-23 00:39:40",230
"2022-05-23 00:39:41",230
"2022-05-23 00:39:42",230
"2022-05-23 00:39:43",230
"2022-05-23 00:39:44",230
"2022-05-23 00:39:45",230
"2022-05-23 00:39:46",231
"2022-05-23 00:39:47",230
"2022-05-23 00:39:48",230
"2022-05-23 00:39:49",230
"2022-05-23 00:39:50",230
"2022-05-23 00:39:51",230
"2022-05-23 00:39:52",230
"2022-05-23 00:39:53",230
"2022-05-23 00:39:54",230
"2022-05-23 00:39:55",230
"2022-05-23 00:39:56",230
"2022-05-23 00:39:57",230
"2022-05-23 00:39:58",230
"2022-05-23 00:39:59",230
"2022-05-23 00:40:00",231
"2022-05-23 00:40:01",230
"2022-05-23 00:40:02",230
"2022-05-23 00:40:03",230
"2022-05-23 00:40:05",230
"2022-05-23 00:40:06",230
"2022-05-23 00:40:07",230
"2022-05-23 00:40:08",230
"2022-05-23 00:40:09",230
"2022-05-23 00:40:10",230
"2022-05-23 00:40:11",230
"2022-05-23 00:40:12",230
"2022-05-23 00:40:13",230
"2022-05-23 00:40:14",230
"2022-05-23 00:40:15",230
"2022-05-23 00:40:16",230
"2022-05-23 00:40:17",230
"2022-05-23 00:40:18",230
"2022-05-23 00:40:19",230
"2022-05-23 00:40:20",230
"2022-05-23 00:40:21",230
"2022-05-23 00:40:22",230
"2022-05-23 00:40:23",230
"2022-05-23 00:40:24",230
"2022-05-23 00:40:25",230
"2022-05-23 00:40:26",230
"2022-05-23 00:40:27",230
"2022-05-23 00:40:28",230
"2022-05-23 00:40:29",230
"2022-05-23 00:40:30",230
"2022-05-23 00:40:31",230
"2022-05-23 00:40:32",230
"2022-05-23 00:40:33",230
"2022-05-23 00:40:34",230
"2022-05-23 00:40:35",230
"2022-05-23 00:40:36",230
"2022-05-23 00:40:37",230
"2022-05-23 00:40:38",230
"2022-05-23 00:40:39",230
"2022-05-23 00:40:40",230
"2022-05-23 00:40:41",230
"2022-05-23 00:40:42",230
"2022-05-23 00:40:43",230
"2022-05-23 00:40:44",230
"2022-05-23 00:40:45",230
"2022-05-23 00:40:46",230
"2022-05-23 00:40:47",2
"2022-05-23 00:40:48",30230
