Timestamp,Distance,Moove
"2022-05-31 23:10:49","17backward "
"2022-05-31 23:10:50","17backward "
"2022-05-31 23:10:51","17backward "
"2022-05-31 23:10:52","17backward "
"2022-05-31 23:10:53","17backward "
"2022-05-31 23:10:54","17backward "
"2022-05-31 23:10:55","17backward "
"2022-05-31 23:10:56","2backward "
"2022-05-31 23:10:57","5backward "
"2022-05-31 23:10:58","17backward "
"2022-05-31 23:10:59","8backward "
"2022-05-31 23:11:00","16backward "
"2022-05-31 23:11:01","17backward "
"2022-05-31 23:11:02","17backward "
"2022-05-31 23:11:03","17backward "
"2022-05-31 23:11:04","17backward "
"2022-05-31 23:11:05","17backward "
"2022-05-31 23:11:06","17backward "
"2022-05-31 23:11:07","17backward "
"2022-05-31 23:11:08","17backward "
"2022-05-31 23:11:09","17backward "
"2022-05-31 23:11:10","17backward "
"2022-05-31 23:11:11","17backward "
"2022-05-31 23:11:12","17backward "
"2022-05-31 23:11:13","17backward "
"2022-05-31 23:11:14","17backward "
"2022-05-31 23:11:15","17backward "
"2022-05-31 23:11:16","17backward "
"2022-05-31 23:11:17","17backward "
"2022-05-31 23:11:18","17backward "
"2022-05-31 23:11:19","17backward "
"2022-05-31 23:11:20","17backward "
"2022-05-31 23:11:21","17backward "
"2022-05-31 23:11:22","17backward "
"2022-05-31 23:11:23","17backward "
"2022-05-31 23:11:24","17backward "
"2022-05-31 23:11:25","17backward "
"2022-05-31 23:11:26","17backward "
"2022-05-31 23:11:27","17backward "
"2022-05-31 23:11:28","17backward "
"2022-05-31 23:11:29","17backward "
"2022-05-31 23:11:30","17backward "
"2022-05-31 23:11:31","17backward "
"2022-05-31 23:11:32","17backward "
"2022-05-31 23:11:33","17backward "
"2022-05-31 23:11:34","17backward "
"2022-05-31 23:11:35","17backward "
"2022-05-31 23:11:36","17backward "
"2022-05-31 23:11:37","17backward "
"2022-05-31 23:11:39","17backward "
"2022-05-31 23:11:40","17backward "
"2022-05-31 23:11:41","17backward "
"2022-05-31 23:11:42","17backward "
"2022-05-31 23:11:43","17backward "
"2022-05-31 23:11:44","17backward "
"2022-05-31 23:11:45","17backward "
"2022-05-31 23:11:46","17backward "
"2022-05-31 23:11:47","17backward "
"2022-05-31 23:11:48","17backward "
"2022-05-31 23:11:49","17backward "
"2022-05-31 23:11:50","17backward "
"2022-05-31 23:11:51","17backward "
"2022-05-31 23:11:52","17backward "
"2022-05-31 23:11:53","17backward "
"2022-05-31 23:11:54","17backward "
"2022-05-31 23:11:55","17backward "
"2022-05-31 23:11:56","17backward "
"2022-05-31 23:11:57","17backward "
"2022-05-31 23:11:58","17backward "
"2022-05-31 23:11:59","17backward "
"2022-05-31 23:12:00","17backward "
"2022-05-31 23:12:01","17backward "
"2022-05-31 23:12:02","17backward "
"2022-05-31 23:12:03","17backward "
"2022-05-31 23:12:04","17backward "
"2022-05-31 23:12:05","17backward "
"2022-05-31 23:12:06","17backward "
"2022-05-31 23:12:07","17backward "
"2022-05-31 23:12:08","17backward "
"2022-05-31 23:12:09","17backward "
"2022-05-31 23:12:10","17backward "
"2022-05-31 23:12:11","17backward "
"2022-05-31 23:12:12","17backward "
"2022-05-31 23:12:13","17backward "
"2022-05-31 23:12:14","17backward "
"2022-05-31 23:12:15","17backward "
"2022-05-31 23:12:16","17backward "
"2022-05-31 23:12:17","17backward "
"2022-05-31 23:12:18","17backward "
"2022-05-31 23:12:19","17backward "
"2022-05-31 23:12:20","17backward "
"2022-05-31 23:12:21","17backward "
"2022-05-31 23:12:22","17backward "
"2022-05-31 23:12:23","17backward "
"2022-05-31 23:12:24","17backward "
"2022-05-31 23:12:25","17backward "
"2022-05-31 23:12:26","17backward "
"2022-05-31 23:12:27","17backward "
"2022-05-31 23:12:28","18backward "
"2022-05-31 23:12:29","17backward "
"2022-05-31 23:12:30","17backward "
"2022-05-31 23:12:31","17backward "
"2022-05-31 23:12:32","18backward "
"2022-05-31 23:12:33","17backward "
"2022-05-31 23:12:34"," "
"2022-05-31 23:12:35","17backward1 "
"2022-05-31 23:12:36","7backward1 "
"2022-05-31 23:12:37","7backward "
"2022-05-31 23:12:38","17backward "
"2022-05-31 23:12:39","17backward "
"2022-05-31 23:12:41","17backward "
"2022-05-31 23:12:42","17backward17backward "
"2022-05-31 23:12:43"," "
"2022-05-31 23:12:44","17backward "
"2022-05-31 23:12:45","17backward "
"2022-05-31 23:12:46","17backward "
"2022-05-31 23:12:47","17backward "
"2022-05-31 23:12:48","17backward "
"2022-05-31 23:12:49","17backward "
"2022-05-31 23:12:50","17backward "
"2022-05-31 23:12:51","17backward "
"2022-05-31 23:12:52","17backward "
"2022-05-31 23:12:53","17backward "
"2022-05-31 23:12:54","17backward "
"2022-05-31 23:12:55","17backward "
"2022-05-31 23:12:56","17backward "
"2022-05-31 23:12:57","17backward "
"2022-05-31 23:12:58","17backward "
"2022-05-31 23:12:59","17backward "
"2022-05-31 23:13:00","17backward "
"2022-05-31 23:13:01","17backward "
"2022-05-31 23:13:02","17backward "
"2022-05-31 23:13:03","17backward "
"2022-05-31 23:13:04","17backward "
"2022-05-31 23:13:05","17backward "
"2022-05-31 23:13:06","17backward "
"2022-05-31 23:13:07","17backward "
"2022-05-31 23:13:08","17backward "
"2022-05-31 23:13:09","17backward "
"2022-05-31 23:13:10","17backward "
"2022-05-31 23:13:11","17backward "
"2022-05-31 23:13:12","17backward "
"2022-05-31 23:13:13","17backward "
"2022-05-31 23:13:14","17backward "
"2022-05-31 23:13:15","17backward "
"2022-05-31 23:13:16","17backward "
"2022-05-31 23:13:17","17backward "
"2022-05-31 23:13:18","17backward "
"2022-05-31 23:13:19","17backward "
"2022-05-31 23:13:20","17backward "
"2022-05-31 23:13:21","17backward "
"2022-05-31 23:13:22","17backward "
"2022-05-31 23:13:23","17backward "
"2022-05-31 23:13:24","17backward "
"2022-05-31 23:13:25","17backward "
"2022-05-31 23:13:26","17backward "
"2022-05-31 23:13:27","17backward "
"2022-05-31 23:13:28","17backward "
"2022-05-31 23:13:29","17backward "
"2022-05-31 23:13:30","17backward "
"2022-05-31 23:13:31","17backward "
"2022-05-31 23:13:32","17backward "
"2022-05-31 23:13:33","17backward "
"2022-05-31 23:13:35","17backward "
"2022-05-31 23:13:35","17backward "
"2022-05-31 23:13:36","17backward "
"2022-05-31 23:13:37","17backward "
"2022-05-31 23:13:38","17backward "
"2022-05-31 23:13:39","17backward "
"2022-05-31 23:13:40","17backward "
"2022-05-31 23:13:41","17backward "
"2022-05-31 23:13:42","17backward "
"2022-05-31 23:13:43","17backward "
"2022-05-31 23:13:44","17backward "
"2022-05-31 23:13:46","17backward "
"2022-05-31 23:13:47","17backward "
"2022-05-31 23:13:48","17backward "
"2022-05-31 23:13:49","18backward "
"2022-05-31 23:13:50","17backward "
"2022-05-31 23:13:51","17backward "
"2022-05-31 23:13:52","17backward "
"2022-05-31 23:13:53","17backward "
"2022-05-31 23:13:54","17backward "
"2022-05-31 23:13:55","17backward "
