Timestamp,Distance
"2022-05-30 13:32:28",1
"2022-05-30 13:32:30",1
"2022-05-30 13:32:34",1
"2022-05-30 13:32:36",1
"2022-05-30 13:32:37",1
"2022-05-30 13:32:39",1
"2022-05-30 13:32:40",1
"2022-05-30 13:32:42",1
"2022-05-30 13:32:44",1
"2022-05-30 13:32:46",1
"2022-05-30 13:32:47",1
"2022-05-30 13:32:49",1
"2022-05-30 13:32:50",1
"2022-05-30 13:32:52",1
"2022-05-30 13:32:54",1
"2022-05-30 13:32:55",1
"2022-05-30 13:32:57",1
"2022-05-30 13:32:59",1
"2022-05-30 13:33:00",1
"2022-05-30 13:33:02",1
"2022-05-30 13:33:04",1
"2022-05-30 13:33:05",1
"2022-05-30 13:33:07",1
"2022-05-30 13:33:09",1
"2022-05-30 13:33:10",1
"2022-05-30 13:33:13",1
"2022-05-30 13:33:15",1
"2022-05-30 13:33:16",1
"2022-05-30 13:33:18",1
"2022-05-30 13:33:20",1
"2022-05-30 13:33:21",1
"2022-05-30 13:33:23",1
"2022-05-30 13:33:25",1
"2022-05-30 13:33:26",1
"2022-05-30 13:33:28",1
"2022-05-30 13:33:30",1
"2022-05-30 13:33:31",1
"2022-05-30 13:33:33",1
"2022-05-30 13:33:35",1
"2022-05-30 13:33:36",1
"2022-05-30 13:33:38",1
"2022-05-30 13:33:40",1
"2022-05-30 13:33:41",1
"2022-05-30 13:33:43",1
"2022-05-30 13:33:45",1
"2022-05-30 13:33:46",1
"2022-05-30 13:33:48",1
"2022-05-30 13:33:50",1
"2022-05-30 13:33:51",1
