Timestamp,Distance,Moove
"2022-05-31 11:56:22",268
"2022-05-31 11:56:23",268
"2022-05-31 11:56:24",268
"2022-05-31 11:56:25",268
"2022-05-31 11:56:26",268
"2022-05-31 11:56:27",268
"2022-05-31 11:56:28",269
"2022-05-31 11:56:29",268
"2022-05-31 11:56:30",268
"2022-05-31 11:56:31",269
"2022-05-31 11:56:32",268
"2022-05-31 11:56:33",268
"2022-05-31 11:56:34",268
"2022-05-31 11:56:35",268
"2022-05-31 11:56:36",268
"2022-05-31 11:56:37",268
"2022-05-31 11:56:38",268
"2022-05-31 11:56:39",268
"2022-05-31 11:56:40",268
"2022-05-31 11:56:41",269
"2022-05-31 11:56:42",268
"2022-05-31 11:56:43",268
"2022-05-31 11:56:45",268
"2022-05-31 11:56:46",268
"2022-05-31 11:56:47",268
"2022-05-31 11:56:48",268
"2022-05-31 11:56:49",268
"2022-05-31 11:56:50",268
"2022-05-31 11:56:54",315
"2022-05-31 11:56:56",315
"2022-05-31 11:56:57",315
"2022-05-31 11:56:58",315
"2022-05-31 11:56:59",315
"2022-05-31 11:57:00",315
"2022-05-31 11:57:01",315
"2022-05-31 11:57:02",315
"2022-05-31 11:57:03",315
"2022-05-31 11:57:04",315
"2022-05-31 11:57:05",315
"2022-05-31 11:57:06",315
"2022-05-31 11:57:07",315
"2022-05-31 11:57:08",315
"2022-05-31 11:57:09",315
"2022-05-31 11:57:10",315
"2022-05-31 11:57:11",315
"2022-05-31 11:57:12",315
"2022-05-31 11:57:13",315
"2022-05-31 11:57:14",315
"2022-05-31 11:57:15",315
"2022-05-31 11:57:16",315
"2022-05-31 11:57:17",315
"2022-05-31 11:57:18",315
"2022-05-31 11:57:19",315
"2022-05-31 11:57:20",315
"2022-05-31 11:57:21",315
"2022-05-31 11:57:22",315
"2022-05-31 11:57:23",315
"2022-05-31 11:57:24",315
"2022-05-31 11:57:25",315
"2022-05-31 11:57:26",315
"2022-05-31 11:57:27",315
"2022-05-31 11:57:28",315
"2022-05-31 11:57:29",315
"2022-05-31 11:57:30",315
"2022-05-31 11:57:31",315
"2022-05-31 11:57:32",315
"2022-05-31 11:57:33",315
"2022-05-31 11:57:34",315
"2022-05-31 11:57:35",315
"2022-05-31 11:57:36",315
"2022-05-31 11:57:37",315
"2022-05-31 11:57:38",315
"2022-05-31 11:57:39",315
"2022-05-31 11:57:40",315
"2022-05-31 11:57:41",315
"2022-05-31 11:57:42",315
"2022-05-31 11:57:43",315
"2022-05-31 11:57:44",315
"2022-05-31 11:57:45",315
"2022-05-31 11:57:46",315
"2022-05-31 11:57:47",315
"2022-05-31 11:57:48",315
"2022-05-31 11:57:50",315
"2022-05-31 11:57:51",316
"2022-05-31 11:57:52",315
"2022-05-31 11:57:53",315
"2022-05-31 11:57:54",315
"2022-05-31 11:57:55",315
"2022-05-31 11:57:56",315
"2022-05-31 11:57:57",315
"2022-05-31 11:57:58",315
"2022-05-31 11:57:59",315
"2022-05-31 11:58:00",315
"2022-05-31 11:58:01",315
"2022-05-31 11:58:02",315
"2022-05-31 11:58:03",315
"2022-05-31 11:58:04",315
"2022-05-31 11:58:05",315
"2022-05-31 11:58:06",315
"2022-05-31 11:58:07",315
"2022-05-31 11:58:08",315
"2022-05-31 11:58:09",315
"2022-05-31 11:58:10",315
"2022-05-31 11:58:11",315
"2022-05-31 11:58:12",315
"2022-05-31 11:58:13",315
"2022-05-31 11:58:14",315
"2022-05-31 11:58:18",268
"2022-05-31 11:58:19",268
"2022-05-31 11:58:20",268
"2022-05-31 11:58:21",269
"2022-05-31 11:58:22",268
"2022-05-31 11:58:23",269
"2022-05-31 11:58:25",268
"2022-05-31 11:58:26",268
"2022-05-31 11:58:27",268
"2022-05-31 11:58:28",268
"2022-05-31 11:58:29",268
